"","study_code","survey_design","species","type","area","path","...1","days","Boats","Anglers","Chin.AD.ret","Chin.UM.ret","Chin.AD.rel","Chin.UM.rel","Chin.UK.ret","Chin.UK.rel","Chin.Tot.enc"
"19","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",19,2004-07-19,133.378792627828,337.430439271417,49.0483207628575,0,12.0791156861934,215.307584841575,0,7.56132089610947,283.996342186735
"20","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",20,2004-07-20,133.378792627828,337.430439271417,49.0483207628575,0,12.0791156861934,215.307584841575,0,7.56132089610947,283.996342186735
"21","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",21,2004-07-21,133.378792627828,337.430439271417,49.0483207628575,0,12.0791156861934,215.307584841575,0,7.56132089610947,283.996342186735
"22","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",22,2004-07-22,133.378792627828,337.430439271417,49.0483207628575,0,12.0791156861934,215.307584841575,0,7.56132089610947,283.996342186735
"23","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",23,2004-07-23,261.426512802774,644.398225144859,36.8562395416248,0,20.3119568718199,197.216928772216,0,0,254.385125185661
"24","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",24,2004-07-24,417.829088339062,1008.16737025282,65.9515452769603,0,18.5567501937577,273.568400041553,0,0,358.076695512271
"25","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",25,2004-07-25,296.770211327938,736.471987180437,105.683881173326,0,26.8041533847301,373.903370740283,0,33.113038566764,539.504443865104
"26","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",26,2004-07-26,160.313371688429,349.294045470493,55.6441221575287,0,17.613117415555,210.50516983874,0,50.198330884441,333.960740296265
"27","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",27,2004-07-27,160.313371688429,349.294045470493,55.6441221575287,0,17.613117415555,210.50516983874,0,50.198330884441,333.960740296265
"28","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",28,2004-07-28,160.313371688429,349.294045470493,55.6441221575287,0,17.613117415555,210.50516983874,0,50.198330884441,333.960740296265
"29","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",29,2004-07-29,160.313371688429,349.294045470493,55.6441221575287,0,17.613117415555,210.50516983874,0,50.198330884441,333.960740296265
"30","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",30,2004-07-30,252.325622710494,614.937691857773,74.880268255333,0,6.51633138654553,556.712689105095,0,112.811589517489,750.920878264462
"31","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",31,2004-07-31,373.145620487035,838.845117978586,91.1563817762947,0,13.2684921509463,309.638049181483,0,27.1881204061081,441.251043514832
"32","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",32,2004-08-01,249.863919196563,602.424731668659,86.4416030419203,0,7.52395797650226,286.894007553413,0,14.3743007394873,395.233869311322
"33","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",33,2004-08-02,144.985338041613,289.695196853272,27.0606929007009,0,1.6574928609858,90.8038849668808,0,1.78802768855739,121.310098417125
"34","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",34,2004-08-03,144.985338041613,289.695196853272,27.0606929007009,0,1.6574928609858,90.8038849668808,0,1.78802768855739,121.310098417125
"35","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",35,2004-08-04,144.985338041613,289.695196853272,27.0606929007009,0,1.6574928609858,90.8038849668808,0,1.78802768855739,121.310098417125
"36","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",36,2004-08-05,144.985338041613,289.695196853272,27.0606929007009,0,1.6574928609858,90.8038849668808,0,1.78802768855739,121.310098417125
"37","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",37,2004-08-06,281.781897692041,578.700516171568,152.829763529161,0,68.3854303585661,279.035172272782,0,51.4043455219926,551.654711682502
"38","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",38,2004-08-07,693.376268866396,1765.6616834064,84.5349110262319,0,5.33368576020238,447.442999419232,0,8.00052864030357,545.31212484597
"39","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",39,2004-08-08,512.368071585973,1350.74186743596,63.7095749665127,0,2.49619882157334,142.992140059663,0,35.7686007647939,244.966514612542
"40","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",40,2004-08-09,167.637931739263,418.52705139348,0,0,9.50462573238421,41.2770687844289,0,1.77233607826141,52.5540305950746
"41","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",41,2004-08-10,167.637931739263,418.52705139348,0,0,9.50462573238421,41.2770687844289,0,1.77233607826141,52.5540305950746
"42","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",42,2004-08-11,167.637931739263,418.52705139348,0,0,9.50462573238421,41.2770687844289,0,1.77233607826141,52.5540305950746
"43","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",43,2004-08-12,167.637931739263,418.52705139348,0,0,9.50462573238421,41.2770687844289,0,1.77233607826141,52.5540305950746
"44","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",44,2004-08-13,205.895691609977,519.727891156463,2.72108843537415,0,13.3786848072562,66.2131519274376,0,10.6575963718821,92.9705215419501
"45","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",45,2004-08-14,365.876910650391,874.296383248046,6.13634312730639,0,41.2623205636815,101.280241383582,0,11.2533601537313,159.932265228301
"46","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",46,2004-08-15,461.149977030307,989.395375555219,0,0,0,92.2562045550826,0,33.5477107473028,125.803915302385
"47","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",47,2004-08-16,140.482397560809,341.207709510162,6.98575394283274,0,15.3978683169902,103.947875563259,0,36.9152499894498,163.246747812532
"48","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",48,2004-08-17,140.482397560809,341.207709510162,6.98575394283274,0,15.3978683169902,103.947875563259,0,36.9152499894498,163.246747812532
"49","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",49,2004-08-18,140.482397560809,341.207709510162,6.98575394283274,0,15.3978683169902,103.947875563259,0,36.9152499894498,163.246747812532
"50","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",50,2004-08-19,140.482397560809,341.207709510162,6.98575394283274,0,15.3978683169902,103.947875563259,0,36.9152499894498,163.246747812532
"51","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",51,2004-08-20,237.195442952237,586.923199638673,11.725493695548,0,38.6779163237768,161.266070492615,0,39.5317033888282,251.201183900768
"52","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",52,2004-08-22,482.333853306704,1288.62242442808,3.84572515016282,0,24.2737587060752,315.082910143863,0,407.113761578282,750.316155578383
"53","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",53,2004-08-23,284.082680782227,797.246751900108,5.23931545712455,0,28.6092988585579,154.036176130217,0,59.056568064552,246.941358510452
"54","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",54,2004-08-24,284.082680782227,797.246751900108,5.23931545712455,0,28.6092988585579,154.036176130217,0,59.056568064552,246.941358510452
"55","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",55,2004-08-25,284.082680782227,797.246751900108,5.23931545712455,0,28.6092988585579,154.036176130217,0,59.056568064552,246.941358510452
"56","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",56,2004-08-26,284.082680782227,797.246751900108,5.23931545712455,0,28.6092988585579,154.036176130217,0,59.056568064552,246.941358510452
"57","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",57,2004-08-27,298.731796088519,762.402379331861,0,0,5.8088786133566,62.6937341581578,0,14.6165969466383,83.1192097181527
"58","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",58,2004-08-28,601.795476552498,1597.96340564205,6.80753947821179,0,16.2451273078616,77.5639596709793,0,41.8768653861613,142.493491843214
"59","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",59,2004-08-29,1018.33633554559,2846.80582418024,0,0,3.03153258300351,75.3020316897344,0,12.126130332014,90.459694604752
"60","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",60,2004-08-30,283.462874141378,669.098291751574,5.48330902118985,0,1.19317671646244,34.7425189457892,0,3.29038850201716,44.7093931854587
"61","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",61,2004-08-31,283.462874141378,669.098291751574,5.48330902118985,0,1.19317671646244,34.7425189457892,0,3.29038850201716,44.7093931854587
"62","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",62,2004-09-01,283.462874141378,669.098291751574,5.48330902118985,0,1.19317671646244,34.7425189457892,0,3.29038850201716,44.7093931854587
"63","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",63,2004-09-02,283.462874141378,669.098291751574,5.48330902118985,0,1.19317671646244,34.7425189457892,0,3.29038850201716,44.7093931854587
"64","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",64,2004-09-03,503.682402851096,1320.40923379166,3.61862746493757,0,0,32.3586870244264,0,21.7117647896254,57.6890792789895
"65","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",65,2004-09-04,757.285827880997,2377.83310113443,7.08226744023519,0,26.493904372861,209.78647530383,0,52.39982034266,295.762467459586
"66","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",66,2004-09-05,883.759536563541,2549.78370160591,2.62191293177435,0,17.452531375098,94.2880349061353,0,68.9495986081659,183.312077821174
"67","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",67,2004-09-06,331.967373724692,779.187296755257,14.6457242107732,3.49637334476113,24.2119461123369,63.0696164354469,0,73.491288354857,178.914948458175
"68","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",68,2004-09-07,331.967373724692,779.187296755257,14.6457242107732,3.49637334476113,24.2119461123369,63.0696164354469,0,73.491288354857,178.914948458175
"69","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",69,2004-09-08,331.967373724692,779.187296755257,14.6457242107732,3.49637334476113,24.2119461123369,63.0696164354469,0,73.491288354857,178.914948458175
"70","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",70,2004-09-09,331.967373724692,779.187296755257,14.6457242107732,3.49637334476113,24.2119461123369,63.0696164354469,0,73.491288354857,178.914948458175
"71","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",71,2004-09-10,512.799556932657,1190.57038505375,8.81013324095636,0,26.4303997228691,57.9687971106535,0,115.172169725585,208.381499800064
"72","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",72,2004-09-11,636.920352043824,1720.11789857716,10.7751178580216,0,24.6471430591624,228.738212720716,0,71.4806914752238,335.641165113124
"73","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",73,2004-09-12,547.375852408318,1424.2974340058,3.71569227259296,0,0,59.7785650896015,0,27.8676920444472,91.3619494066417
"74","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",74,2004-09-13,342.039429617663,833.971850700173,6.35677367530883,0,18.4159014092339,68.6104787744782,0,41.6023070615417,134.985460920563
"75","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",75,2004-09-14,342.039429617663,833.971850700173,6.35677367530883,0,18.4159014092339,68.6104787744782,0,41.6023070615417,134.985460920563
"76","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",76,2004-09-15,342.039429617663,833.971850700173,6.35677367530883,0,18.4159014092339,68.6104787744782,0,41.6023070615417,134.985460920563
"77","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",77,2004-09-16,342.039429617663,833.971850700173,6.35677367530883,0,18.4159014092339,68.6104787744782,0,41.6023070615417,134.985460920563
"78","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",78,2004-09-17,378.841516257413,964.342902624353,0,0,0,12.8368941957374,0,5.44643605420067,18.2833302499381
"79","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",79,2004-09-18,816.657840417476,2216.49474948289,0,0,5.21227768385276,59.1654853322488,0,20.849110735411,85.2268737515126
"80","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",80,2004-09-19,664.273748913778,1726.58443960744,4.54946323428434,0,22.7473161714217,18.1978529371374,0,62.6154205088716,108.110052851715
"81","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",81,2004-09-20,253.216435495734,597.920377184779,3.75624020315995,0,13.9617338722741,107.337513704587,0,6.73692808773905,131.79241586776
"82","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",82,2004-09-21,253.216435495734,597.920377184779,3.75624020315995,0,13.9617338722741,107.337513704587,0,6.73692808773905,131.79241586776
"83","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",83,2004-09-22,253.216435495734,597.920377184779,3.75624020315995,0,13.9617338722741,107.337513704587,0,6.73692808773905,131.79241586776
"84","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",84,2004-09-23,253.216435495734,597.920377184779,3.75624020315995,0,13.9617338722741,107.337513704587,0,6.73692808773905,131.79241586776
"85","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",85,2004-09-24,227.484486046259,542.06927904041,9.36350006814775,0,3.63756547517702,73.0550568456695,0,51.4650894128887,137.521211801883
"86","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",86,2004-09-25,634.660786207603,1624.98622854583,8.79685234884076,0,15.0905596117574,129.425743781283,0,119.293681610565,272.606837352447
"87","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",87,2004-09-26,459.919938945341,1159.9030578943,25.8876983997847,0,0,101.481335094941,0,65.0576667177209,192.426700212447
"88","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",88,2004-09-27,125.48666698637,268.35396123434,7.49079982327386,0,0,30.1114067743676,0,4.44861284793109,42.0508194455725
"89","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",89,2004-09-28,125.48666698637,268.35396123434,7.49079982327386,0,0,30.1114067743676,0,4.44861284793109,42.0508194455725
"90","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",90,2004-09-29,125.48666698637,268.35396123434,7.49079982327386,0,0,30.1114067743676,0,4.44861284793109,42.0508194455725
"91","190","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/190_M1_Chinook_daily.csv",91,2004-09-30,125.48666698637,268.35396123434,7.49079982327386,0,0,30.1114067743676,0,4.44861284793109,42.0508194455725
"92","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",1,2003-07-01,358.39359304311,879.097113044541,88.9155581860548,0.97448408144999,43.2917741726891,409.726517831512,0,93.5282212147074,636.436555486413
"93","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",2,2003-07-02,358.39359304311,879.097113044541,88.9155581860548,0.97448408144999,43.2917741726891,409.726517831512,0,93.5282212147074,636.436555486413
"94","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",3,2003-07-03,358.39359304311,879.097113044541,88.9155581860548,0.97448408144999,43.2917741726891,409.726517831512,0,93.5282212147074,636.436555486413
"95","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",4,2003-07-04,511.345599474315,1286.89563898738,127.175261183468,5.44613301086444,31.8943796186864,466.173561540107,0,119.185953579016,749.875288932143
"96","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",5,2003-07-05,511.345599474315,1286.89563898738,127.175261183468,5.44613301086444,31.8943796186864,466.173561540107,0,119.185953579016,749.875288932143
"97","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",6,2003-07-06,511.345599474315,1286.89563898738,127.175261183468,5.44613301086444,31.8943796186864,466.173561540107,0,119.185953579016,749.875288932143
"98","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",7,2003-07-07,358.39359304311,879.097113044541,88.9155581860548,0.97448408144999,43.2917741726891,409.726517831512,0,93.5282212147074,636.436555486413
"99","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",8,2003-07-08,358.39359304311,879.097113044541,88.9155581860548,0.97448408144999,43.2917741726891,409.726517831512,0,93.5282212147074,636.436555486413
"100","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",9,2003-07-09,358.39359304311,879.097113044541,88.9155581860548,0.97448408144999,43.2917741726891,409.726517831512,0,93.5282212147074,636.436555486413
"101","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",10,2003-07-10,358.39359304311,879.097113044541,88.9155581860548,0.97448408144999,43.2917741726891,409.726517831512,0,93.5282212147074,636.436555486413
"102","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",11,2003-07-11,356.102072219877,820.247466539254,55.082625847804,11.1704493963186,32.7417270551668,317.203376094397,0,47.573348315172,463.771526708859
"103","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",12,2003-07-12,317.564514736893,781.133642425315,102.244547930313,0.942812382817545,14.9302461712337,365.894435279673,0,147.59442564956,631.606467413597
"104","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",13,2003-07-13,317.564514736893,781.133642425315,102.244547930313,0.942812382817545,14.9302461712337,365.894435279673,0,147.59442564956,631.606467413597
"105","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",14,2003-07-14,103.785796898178,200.947691435818,15.6179986204488,0,0,74.2799661133564,0,14.2097601113995,104.107724845205
"106","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",15,2003-07-15,103.785796898178,200.947691435818,15.6179986204488,0,0,74.2799661133564,0,14.2097601113995,104.107724845205
"107","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",16,2003-07-16,103.785796898178,200.947691435818,15.6179986204488,0,0,74.2799661133564,0,14.2097601113995,104.107724845205
"108","198","M1","Chinook","daily.csv","05","X:/inseason_estimates/R_scripts/daily_estimates/05/198_M1_Chinook_daily.csv",17,2003-07-17,103.785796898178,200.947691435818,15.6179986204488,0,0,74.2799661133564,0,14.2097601113995,104.107724845205
