survey_datetime,fishing_method_short_description,catch_area_code,legal_size_status_description,catch_result_type_code,adipose_clip_status_code,count
2010-07-31T07:00:00Z,Kicker angler,11,Legal,R,UM,5
2010-07-31T07:00:00Z,Kicker angler,11,Not applicable,R,AD,3
2010-07-31T07:00:00Z,Kicker angler,11,Not applicable,R,UM,1
2010-07-31T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2010-07-31T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-08-01T07:00:00Z,Charter angler,10,Legal,K,AD,4
2010-08-01T07:00:00Z,Charter angler,10,Legal,R,UM,1
2010-08-01T07:00:00Z,Charter angler,10,Sublegal,R,UM,2
2010-08-01T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-08-01T07:00:00Z,Kicker angler,11,Legal,K,AD,7
2010-08-01T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-01T07:00:00Z,Kicker angler,11,Not applicable,R,UM,1
2010-08-01T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2010-08-01T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-08-02T07:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2010-08-02T07:00:00Z,Kicker angler,11,Legal,K,AD,10
2010-08-03T07:00:00Z,Charter angler,10,Legal,K,AD,2
2010-08-03T07:00:00Z,Charter angler,10,Legal,R,UM,2
2010-08-03T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-08-04T07:00:00Z,Charter angler,10,Legal,K,AD,3
2010-08-04T07:00:00Z,Charter angler,10,Legal,R,UM,1
2010-08-04T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2010-08-04T07:00:00Z,Kicker angler,11,Legal,K,AD,9
2010-08-04T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-08-05T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2010-08-05T07:00:00Z,Kicker angler,11,Legal,K,AD,7
2010-08-05T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-06T07:00:00Z,Charter angler,10,Legal,K,AD,1
2010-08-06T07:00:00Z,Charter angler,10,Legal,R,UM,2
2010-08-06T07:00:00Z,Charter angler,10,Sublegal,R,AD,2
2010-08-06T07:00:00Z,Charter angler,10,Sublegal,R,UM,4
2010-08-06T07:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2010-08-06T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-07T07:00:00Z,Charter angler,10,Legal,K,AD,4
2010-08-07T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2010-08-07T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2010-08-07T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-08-07T07:00:00Z,Kicker angler,11,Legal,K,AD,5
2010-08-07T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-07T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2010-08-07T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2010-08-08T07:00:00Z,Charter angler,10,Legal,K,AD,1
2010-08-08T07:00:00Z,Charter angler,10,Legal,R,AD,1
2010-08-08T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2010-08-08T07:00:00Z,Charter angler,10,Sublegal,R,UM,2
2010-08-08T07:00:00Z,Kicker angler,11,Legal,K,AD,5
2010-08-08T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-08T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-08-08T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2010-08-09T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-08-10T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-08-10T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-08-10T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-08-12T07:00:00Z,Kicker angler,10,Legal,R,AD,1
2010-08-12T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-08-12T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2010-08-13T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2010-08-13T07:00:00Z,Kicker angler,11,Legal,K,AD,14
2010-08-13T07:00:00Z,Kicker angler,11,Legal,K,UM,1
2010-08-13T07:00:00Z,Kicker angler,11,Legal,R,AD,1
2010-08-13T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-08-14T07:00:00Z,Kicker angler,11,Legal,K,AD,18
2010-08-14T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-08-14T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2010-08-15T07:00:00Z,Kicker angler,10,Legal,K,AD,3
2010-08-15T07:00:00Z,Kicker angler,11,Legal,K,AD,5
2010-08-15T07:00:00Z,Kicker angler,11,Legal,R,AD,1
2010-08-15T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-16T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2010-08-16T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-08-17T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2010-08-17T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-08-17T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2010-08-18T07:00:00Z,Kicker angler,11,Legal,K,AD,5
2010-08-18T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-18T07:00:00Z,Kicker angler,11,Sublegal,R,AD,4
2010-08-19T07:00:00Z,Kicker angler,11,Legal,K,AD,9
2010-08-19T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-20T07:00:00Z,Charter angler,10,Legal,K,AD,1
2010-08-20T07:00:00Z,Charter angler,10,Legal,R,UM,1
2010-08-20T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2010-08-20T07:00:00Z,Kicker angler,11,Legal,K,AD,22
2010-08-20T07:00:00Z,Kicker angler,11,Legal,R,UM,5
2010-08-20T07:00:00Z,Kicker angler,11,Sublegal,R,AD,6
2010-08-21T07:00:00Z,Charter angler,10,Legal,K,AD,1
2010-08-21T07:00:00Z,Charter angler,10,Legal,R,UM,1
2010-08-21T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2010-08-21T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2010-08-21T07:00:00Z,Kicker angler,10,Legal,R,AD,1
2010-08-21T07:00:00Z,Kicker angler,10,Sublegal,R,AD,3
2010-08-21T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-08-21T07:00:00Z,Kicker angler,11,Legal,K,AD,20
2010-08-21T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2010-08-21T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2010-08-21T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-08-22T07:00:00Z,Charter angler,10,Legal,K,AD,2
2010-08-22T07:00:00Z,Charter angler,10,Legal,R,UM,1
2010-08-22T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2010-08-22T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2010-08-22T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-08-22T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-08-22T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2010-08-23T07:00:00Z,Charter angler,10,Legal,K,AD,1
2010-08-23T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2010-08-23T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-08-23T07:00:00Z,Kicker angler,11,Legal,K,AD,5
2010-08-23T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-08-25T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2010-08-25T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-08-26T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2010-08-26T07:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2010-08-26T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-08-26T07:00:00Z,Kicker angler,11,Legal,K,AD,11
2010-08-26T07:00:00Z,Kicker angler,11,Legal,R,UM,5
2010-08-26T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-08-26T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2010-08-27T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2010-08-27T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2010-08-27T07:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2010-08-27T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-08-27T07:00:00Z,Kicker angler,11,Legal,K,AD,7
2010-08-27T07:00:00Z,Kicker angler,11,Legal,R,UM,4
2010-08-27T07:00:00Z,Kicker angler,11,Sublegal,R,AD,6
2010-08-27T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2010-08-28T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-08-28T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2010-08-28T07:00:00Z,Kicker angler,11,Legal,K,AD,9
2010-08-28T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2010-08-28T07:00:00Z,Kicker angler,11,Sublegal,R,AD,6
2010-08-29T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2010-08-29T07:00:00Z,Kicker angler,11,Sublegal,R,AD,5
2010-08-29T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-09-03T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-09-04T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2010-09-04T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-09-04T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2010-09-04T07:00:00Z,Kicker angler,11,Sublegal,R,UM,6
2010-09-05T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-09-05T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2010-09-08T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-09-09T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-09-09T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2010-09-11T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-09-11T07:00:00Z,Kicker angler,11,Legal,R,UM,3
2010-09-12T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2010-09-12T07:00:00Z,Kicker angler,11,Legal,K,UM,1
2010-09-18T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2010-09-18T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2010-09-19T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-09-19T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2010-09-19T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-09-25T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2010-09-25T07:00:00Z,Kicker angler,11,Sublegal,R,AD,5
2010-09-25T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-09-26T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-09-26T07:00:00Z,Kicker angler,11,Sublegal,R,AD,5
2010-09-29T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-10-01T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-10-01T07:00:00Z,Kicker angler,10,Sublegal,R,AD,2
2010-10-01T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-10-04T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-10-06T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-10-06T07:00:00Z,Kicker angler,10,Sublegal,R,AD,3
2010-10-06T07:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2010-10-09T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2010-10-09T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2010-10-23T07:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2010-10-29T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-10-29T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2010-10-29T07:00:00Z,Kicker angler,10,Sublegal,R,AD,4
2010-10-29T07:00:00Z,Kicker angler,10,Sublegal,R,UM,3
2010-10-31T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2010-10-31T07:00:00Z,Kicker angler,11,Sublegal,R,UM,4
2010-11-10T08:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-11-11T08:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-11-16T08:00:00Z,Kicker angler,11,Legal,K,AD,1
2010-11-28T08:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-12-01T08:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2010-12-01T08:00:00Z,Kicker angler,10,Sublegal,R,UM,4
2010-12-03T08:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2010-12-06T08:00:00Z,Kicker angler,10,Legal,K,AD,1
2010-12-11T08:00:00Z,Kicker angler,10,Legal,R,UM,1
2010-12-11T08:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2010-12-21T08:00:00Z,Kicker angler,10,Legal,K,AD,2
2010-12-21T08:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2010-12-21T08:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2010-12-27T08:00:00Z,Charter angler,10,Legal,K,AD,1
2010-12-27T08:00:00Z,Charter angler,10,Legal,R,AD,1
2010-12-27T08:00:00Z,Charter angler,10,Sublegal,R,AD,2
2010-12-27T08:00:00Z,Charter angler,10,Sublegal,R,UM,3
2010-12-28T08:00:00Z,Charter angler,10,Legal,K,AD,2
2010-12-28T08:00:00Z,Charter angler,10,Sublegal,R,AD,2
2010-12-28T08:00:00Z,Charter angler,10,Sublegal,R,UM,5
2010-12-28T08:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2010-12-30T08:00:00Z,Charter angler,10,Legal,K,AD,2
2010-12-30T08:00:00Z,Charter angler,10,Legal,R,AD,2
2010-12-30T08:00:00Z,Charter angler,10,Sublegal,R,AD,1
2010-12-30T08:00:00Z,Charter angler,10,Sublegal,R,UM,8
2011-01-04T08:00:00Z,Charter angler,10,Legal,K,AD,2
2011-01-04T08:00:00Z,Charter angler,10,Legal,R,AD,1
2011-01-04T08:00:00Z,Charter angler,10,Sublegal,R,UM,6
2011-01-09T08:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-01-15T08:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-01-15T08:00:00Z,Kicker angler,10,Sublegal,R,AD,5
2011-01-15T08:00:00Z,Kicker angler,10,Sublegal,R,UM,5
2011-01-18T08:00:00Z,Kicker angler,10,Sublegal,R,AD,4
2011-01-18T08:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2011-01-22T08:00:00Z,Kicker angler,10,Sublegal,R,AD,5
2011-01-22T08:00:00Z,Kicker angler,10,Sublegal,R,UM,3
2011-01-23T08:00:00Z,Charter angler,10,Legal,K,AD,1
2011-01-23T08:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-01-25T08:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-01-25T08:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-01-28T08:00:00Z,Charter angler,10,Legal,R,UM,1
2011-01-28T08:00:00Z,Charter angler,10,Sublegal,R,AD,9
2011-01-28T08:00:00Z,Charter angler,10,Sublegal,R,UM,1
